age,education,default,housing,loan,campaign,emp.var.rate,y
35,high.school,no,no,no,1,-1.8,no
51,high.school,no,yes,no,1,1.4,no
49,basic.9y,unknown,yes,no,2,1.1,no
38,unknown,unknown,yes,yes,4,1.4,no
24,professional.course,no,no,no,4,-1.8,no
36,university.degree,no,yes,no,3,1.4,no
42,university.degree,no,no,yes,2,1.4,no
45,basic.9y,no,yes,no,2,1.1,no
43,basic.4y,unknown,no,no,1,1.1,no
33,university.degree,no,no,no,1,-0.1,no
39,high.school,no,yes,no,1,1.1,no
45,professional.course,unknown,no,no,1,1.1,no
44,basic.6y,no,no,no,1,1.4,no
49,basic.9y,no,no,no,4,1.4,no
30,basic.6y,unknown,yes,no,2,1.1,no
49,unknown,no,unknown,unknown,1,1.4,no
46,university.degree,no,no,no,2,1.4,no
44,basic.6y,no,no,no,1,1.1,no
33,basic.9y,no,yes,no,2,1.4,no
45,basic.9y,no,no,yes,1,1.4,no
35,basic.6y,no,yes,no,2,-1.8,no
42,university.degree,no,no,no,2,1.4,no
53,high.school,no,no,no,1,1.4,no
81,high.school,no,no,no,1,-1.7,no
46,unknown,no,no,no,1,1.4,no
26,basic.9y,unknown,yes,yes,1,1.1,no
29,basic.9y,no,yes,no,2,-1.8,no
31,professional.course,no,no,no,6,1.4,no
34,university.degree,no,no,no,1,-1.8,no
51,university.degree,unknown,no,no,2,1.4,no
46,university.degree,unknown,no,no,5,1.4,no
33,professional.course,no,yes,no,1,1.4,no
21,basic.9y,no,no,no,2,-3.4,no
41,professional.course,no,yes,yes,2,1.4,no
40,unknown,no,no,yes,2,1.4,no
85,basic.4y,unknown,yes,no,2,-3.4,no
38,university.degree,no,yes,no,2,1.4,no
29,university.degree,no,no,no,14,1.4,no
39,basic.6y,no,yes,no,9,-1.8,no
37,university.degree,no,yes,no,1,1.4,no
35,basic.9y,no,yes,no,4,-1.8,no
30,university.degree,no,yes,no,1,-1.7,no
48,high.school,no,yes,no,3,1.4,no
35,high.school,no,yes,no,1,-0.1,no
45,basic.4y,no,yes,yes,5,-1.8,no
30,university.degree,no,yes,no,1,-1.8,no
58,professional.course,unknown,no,yes,1,1.1,no
47,high.school,unknown,yes,no,1,1.1,no
39,professional.course,unknown,yes,no,1,1.4,no
47,basic.4y,unknown,no,no,1,1.1,no
29,high.school,no,yes,no,2,1.4,no
31,university.degree,no,yes,yes,1,-1.8,no
54,high.school,no,yes,no,1,1.4,no
33,basic.9y,unknown,yes,no,3,1.1,no
31,basic.6y,unknown,no,no,1,-1.8,no
21,basic.4y,no,no,no,2,-1.8,no
32,university.degree,no,yes,no,1,-1.1,no
59,high.school,unknown,no,no,8,1.4,no
54,university.degree,no,yes,yes,11,1.4,no
28,basic.6y,no,no,no,1,1.4,no
30,basic.6y,no,no,no,1,1.4,no
34,high.school,no,yes,yes,1,1.4,no
46,basic.9y,unknown,yes,no,3,-1.8,no
29,university.degree,no,yes,no,2,-1.8,no
33,high.school,no,yes,no,1,-0.1,no
32,university.degree,no,yes,no,3,1.4,no
35,basic.9y,unknown,yes,yes,1,-1.8,no
29,high.school,no,yes,no,3,1.4,no
28,basic.9y,no,yes,no,2,1.4,no
26,basic.9y,no,no,no,2,-1.8,no
51,basic.6y,unknown,yes,no,2,1.1,no
28,unknown,no,yes,no,1,1.1,no
59,university.degree,unknown,no,no,1,1.1,no
38,university.degree,unknown,no,no,1,1.4,no
29,university.degree,no,no,no,1,1.4,no
25,university.degree,no,yes,yes,1,-3.4,no
46,basic.9y,no,yes,no,1,-1.8,no
27,professional.course,no,yes,no,3,1.1,no
56,high.school,no,no,no,2,1.1,no
46,university.degree,no,yes,no,5,1.1,no
41,basic.6y,no,no,no,1,-3.4,no
42,university.degree,unknown,no,no,1,1.4,no
40,professional.course,no,yes,no,2,1.4,no
50,university.degree,no,no,no,1,-1.1,no
33,professional.course,no,no,no,3,1.4,no
38,unknown,no,no,no,1,1.4,no
47,basic.9y,unknown,no,no,3,1.1,no
41,unknown,no,no,no,2,1.4,no
34,university.degree,no,yes,yes,3,-0.1,no
31,high.school,no,no,no,1,-1.8,no
53,university.degree,no,no,yes,1,1.1,no
57,basic.4y,unknown,no,yes,1,1.1,no
28,high.school,no,yes,no,1,-1.7,no
31,university.degree,no,yes,no,1,-0.1,no
34,university.degree,no,yes,no,1,-0.1,no
57,unknown,unknown,yes,no,2,1.4,no
33,basic.9y,no,no,no,13,1.4,no
35,high.school,no,no,no,4,-1.8,no
45,basic.4y,no,no,no,2,1.4,no
39,university.degree,no,yes,no,1,-1.8,no
34,high.school,no,no,no,2,1.1,no
34,basic.4y,no,no,no,2,1.1,no
33,professional.course,no,no,no,4,1.4,no
30,basic.6y,no,no,no,2,-1.8,no
24,unknown,no,yes,yes,1,-2.9,no
35,high.school,no,yes,no,3,1.4,no
31,university.degree,no,no,yes,3,1.4,no
35,high.school,unknown,no,yes,1,1.4,no
45,university.degree,no,no,no,7,1.4,no
36,basic.4y,unknown,no,no,1,-1.8,no
30,university.degree,no,no,no,7,1.4,no
52,university.degree,no,no,no,1,1.1,no
50,university.degree,no,yes,no,1,-1.8,no
31,unknown,unknown,yes,no,5,1.1,no
29,university.degree,no,no,no,2,-1.1,no
39,university.degree,no,yes,no,2,1.4,no
28,high.school,no,no,no,2,-1.8,no
35,basic.4y,unknown,yes,no,3,-1.8,no
46,basic.4y,unknown,yes,yes,2,-0.1,no
37,university.degree,no,no,no,1,1.4,no
28,basic.9y,no,no,no,1,1.4,no
31,high.school,no,yes,no,1,-1.8,no
59,high.school,unknown,yes,no,2,1.4,no
47,professional.course,no,no,no,1,1.4,no
33,university.degree,no,no,yes,1,-3.4,no
44,basic.9y,no,no,no,4,-1.8,no
49,professional.course,no,yes,no,3,1.4,no
57,basic.9y,no,no,no,1,1.4,no
31,professional.course,unknown,no,no,3,1.4,no
52,basic.4y,unknown,no,no,1,-1.8,no
34,university.degree,no,no,no,1,1.1,no
33,university.degree,no,yes,no,3,-1.8,no
43,high.school,unknown,no,no,1,1.1,no
39,high.school,no,yes,no,3,-1.8,no
32,professional.course,no,yes,no,4,-0.1,no
37,high.school,no,yes,no,1,1.4,no
35,basic.6y,no,no,no,2,1.4,no
26,university.degree,no,yes,yes,1,-2.9,no
48,basic.4y,unknown,no,no,8,1.4,no
32,university.degree,no,yes,no,1,1.1,no
57,university.degree,unknown,yes,yes,9,1.4,no
49,unknown,unknown,no,no,1,1.4,no
27,high.school,no,no,no,3,-1.8,no
41,university.degree,no,no,no,3,-3.4,no
40,high.school,no,yes,no,2,-1.8,no
31,basic.9y,no,no,no,5,-1.8,no
45,high.school,no,yes,no,8,1.4,no
55,university.degree,no,no,no,1,-1.8,no
51,basic.9y,no,no,no,1,-1.8,no
47,university.degree,no,yes,no,2,-0.1,no
30,university.degree,no,no,no,2,-0.1,no
47,high.school,no,no,no,5,1.1,no
39,basic.4y,unknown,no,no,1,1.4,no
42,high.school,unknown,no,no,2,1.4,no
31,basic.9y,no,yes,no,1,1.4,no
30,professional.course,no,yes,no,1,-1.8,no
38,high.school,unknown,yes,no,3,1.1,no
35,basic.6y,no,yes,no,3,1.1,no
34,basic.9y,no,yes,yes,1,-1.8,no
26,university.degree,no,yes,no,4,-1.8,no
29,basic.9y,no,yes,no,2,-1.8,no
40,basic.9y,no,yes,yes,4,-1.8,no
32,high.school,no,no,no,1,-1.8,no
37,basic.9y,no,no,no,2,1.4,no
33,high.school,no,no,no,4,1.1,no
42,professional.course,no,no,no,2,1.1,no
57,basic.9y,unknown,unknown,unknown,2,1.4,no
31,university.degree,no,yes,no,3,1.4,no
33,high.school,no,no,no,1,-1.8,no
37,university.degree,unknown,no,no,2,1.4,no
42,university.degree,no,no,no,9,1.1,no
27,university.degree,unknown,no,no,5,-1.8,no
45,professional.course,unknown,yes,no,1,1.4,no
37,basic.9y,no,yes,no,2,-1.8,no
51,basic.6y,no,yes,no,1,1.1,no
49,university.degree,no,yes,yes,5,1.4,no
37,high.school,unknown,no,no,3,1.4,no
43,professional.course,no,no,no,1,1.1,no
38,high.school,no,yes,no,2,-1.8,no
48,basic.9y,no,no,no,1,-1.8,no
37,university.degree,no,yes,yes,1,-1.8,no
46,professional.course,no,no,yes,1,1.4,no
54,professional.course,no,no,yes,1,1.1,no
32,university.degree,no,no,yes,1,-0.1,no
46,basic.4y,unknown,no,yes,8,1.1,no
58,high.school,unknown,no,no,2,1.4,no
29,basic.9y,no,no,no,2,1.1,no
26,basic.6y,no,yes,no,1,1.1,no
35,university.degree,unknown,yes,yes,1,1.4,no
28,university.degree,no,yes,no,1,-2.9,no
48,high.school,no,no,no,1,1.1,no
35,professional.course,no,no,no,2,1.1,no
34,basic.6y,no,no,yes,1,-1.8,no
38,basic.4y,unknown,yes,no,1,-1.8,no
35,high.school,no,no,yes,2,-0.1,no
47,basic.4y,unknown,no,no,1,-0.1,no
57,basic.9y,no,yes,no,6,-1.8,no
30,university.degree,no,no,yes,3,-0.1,no
57,university.degree,no,no,no,1,1.4,no
53,unknown,no,yes,no,10,-0.1,no
47,professional.course,no,no,no,2,1.1,no
28,university.degree,no,yes,no,2,-1.8,no
33,professional.course,unknown,yes,no,1,1.1,no
43,basic.9y,no,yes,no,2,-1.8,no
28,unknown,no,no,no,1,1.4,no
26,university.degree,no,no,no,4,1.4,no
29,basic.4y,unknown,no,no,2,1.4,no
28,basic.4y,no,no,no,2,1.4,no
27,university.degree,no,yes,no,1,-2.9,no
53,university.degree,no,yes,no,5,1.4,no
34,high.school,unknown,no,yes,5,-1.8,no
32,high.school,unknown,yes,no,3,1.4,no
39,university.degree,no,yes,yes,1,1.4,no
51,high.school,no,no,yes,1,-0.1,no
30,basic.9y,no,no,yes,1,-1.1,no
51,unknown,no,no,no,1,-0.1,no
44,university.degree,no,yes,no,1,-0.1,no
49,university.degree,no,no,no,1,-0.1,no
45,basic.4y,no,yes,no,1,1.4,no
44,university.degree,unknown,no,yes,7,1.1,no
53,basic.4y,unknown,yes,no,1,-1.8,no
56,basic.4y,unknown,no,no,5,1.4,no
42,university.degree,unknown,yes,no,1,1.1,no
52,basic.4y,no,yes,no,2,1.4,no
24,basic.9y,no,yes,no,4,-1.8,no
33,high.school,no,no,no,5,1.4,no
40,high.school,no,yes,no,1,1.4,no
35,university.degree,no,no,no,3,-1.8,no
35,basic.6y,unknown,yes,no,1,-0.1,no
38,university.degree,no,yes,no,1,1.4,no
55,high.school,no,unknown,unknown,1,1.4,no
29,university.degree,no,yes,no,1,1.4,no
39,university.degree,no,no,no,6,1.1,no
32,university.degree,no,no,no,2,1.4,no
52,basic.4y,no,no,no,1,-1.8,no
51,professional.course,no,yes,no,4,1.4,no
25,unknown,no,yes,no,2,-1.7,no
55,basic.4y,unknown,no,no,3,1.4,no
54,unknown,unknown,yes,no,1,1.1,no
44,basic.9y,no,yes,no,1,1.4,no
45,basic.4y,unknown,yes,yes,1,1.4,no
35,university.degree,no,yes,no,1,1.4,no
32,university.degree,no,yes,no,3,-0.1,no
32,high.school,unknown,yes,no,7,1.1,no
48,basic.4y,no,no,no,7,-1.8,no
40,university.degree,no,yes,no,2,1.1,no
32,high.school,no,yes,no,6,-1.8,no
46,basic.9y,unknown,no,no,1,1.4,no
44,university.degree,no,no,no,1,-0.1,no
26,university.degree,no,no,no,1,1.1,no
32,basic.4y,no,yes,no,4,-1.8,no
27,high.school,no,yes,no,3,1.4,no
56,basic.9y,unknown,no,no,1,1.4,no
36,university.degree,no,yes,no,8,1.4,no
38,university.degree,no,yes,no,1,1.4,no
35,professional.course,no,yes,no,2,1.4,no
42,unknown,no,yes,no,2,-2.9,no
52,unknown,unknown,no,no,1,1.1,no
42,high.school,unknown,no,no,1,1.1,no
34,professional.course,unknown,yes,no,3,1.4,no
32,high.school,no,yes,no,1,1.1,no
38,basic.4y,no,no,no,2,-0.1,no
36,university.degree,no,yes,yes,1,-2.9,no
57,university.degree,unknown,no,no,3,-0.1,no
32,basic.9y,no,yes,yes,4,-1.8,no
30,university.degree,no,no,no,4,1.1,no
32,university.degree,no,yes,no,1,-0.1,no
45,professional.course,no,yes,no,4,1.1,no
33,high.school,no,yes,no,1,-1.8,no
34,university.degree,no,yes,no,2,-1.1,no
48,university.degree,no,yes,no,1,-0.1,no
45,basic.9y,unknown,yes,no,1,1.4,no
31,basic.6y,no,yes,no,17,1.1,no
59,professional.course,no,no,no,1,-2.9,no
47,basic.6y,no,yes,yes,6,-0.1,no
43,university.degree,no,no,no,1,-1.8,no
41,university.degree,no,yes,no,2,-2.9,no
31,university.degree,no,yes,no,1,-0.1,no
40,professional.course,no,no,no,6,1.4,no
55,university.degree,no,yes,no,5,1.4,no
28,university.degree,no,yes,no,1,-1.8,no
37,university.degree,no,no,yes,1,-1.8,no
22,unknown,unknown,no,no,4,1.4,no
30,basic.6y,no,yes,no,1,1.4,no
51,university.degree,no,yes,no,1,1.4,no
43,university.degree,no,yes,no,20,1.4,no
32,professional.course,no,yes,yes,1,-1.8,no
44,professional.course,no,yes,no,7,1.4,no
36,basic.4y,unknown,no,no,2,-1.8,no
41,high.school,no,no,no,1,1.1,no
40,basic.9y,unknown,yes,no,5,1.4,no
23,basic.9y,no,no,no,1,1.4,no
45,basic.4y,unknown,yes,no,1,1.4,no
36,high.school,no,no,no,4,1.4,no
37,university.degree,no,yes,no,2,-3.4,no
26,high.school,no,no,no,4,1.1,no
47,basic.9y,no,yes,yes,9,1.4,no
45,university.degree,unknown,yes,no,1,-1.8,no
25,high.school,no,yes,no,3,-3.4,no
25,university.degree,no,yes,no,1,-3.4,no
41,professional.course,no,yes,no,5,-1.8,no
45,high.school,no,no,no,1,1.4,no
95,basic.6y,no,no,no,1,-1.8,no
34,university.degree,no,yes,no,1,-0.1,no
31,university.degree,no,yes,no,4,-0.1,no
43,professional.course,no,no,no,1,-1.8,no
47,university.degree,no,no,no,4,1.4,no
46,basic.9y,no,no,no,1,1.1,no
31,high.school,unknown,yes,no,1,1.1,no
60,basic.4y,unknown,no,no,1,1.4,no
73,professional.course,no,yes,no,2,-2.9,no
31,high.school,no,no,no,2,1.4,no
47,basic.4y,unknown,no,no,1,1.4,no
33,high.school,no,yes,no,1,-1.8,no
59,basic.9y,no,no,no,4,1.1,no
28,basic.9y,unknown,unknown,unknown,1,1.4,no
35,basic.9y,no,no,yes,1,1.1,no
37,high.school,no,no,no,5,-1.8,no
49,professional.course,no,no,no,2,1.1,no
59,university.degree,unknown,no,no,2,1.4,no
34,university.degree,no,yes,no,5,-0.1,no
42,basic.6y,no,yes,no,1,1.1,no
57,basic.6y,unknown,yes,no,4,-1.8,no
31,high.school,no,no,no,7,1.1,no
44,high.school,no,no,no,1,-1.8,no
28,professional.course,no,yes,no,2,1.4,no
53,basic.4y,unknown,yes,no,1,1.4,no
76,basic.4y,no,no,no,4,-1.8,no
43,basic.4y,no,no,yes,1,-1.8,no
38,high.school,no,yes,no,2,-1.8,no
41,university.degree,unknown,no,yes,3,1.1,no
37,high.school,no,yes,no,4,1.4,no
37,high.school,no,yes,yes,1,1.1,no
47,basic.9y,unknown,yes,no,2,-1.8,no
33,basic.6y,no,yes,no,1,-1.8,no
51,university.degree,no,yes,yes,2,1.4,no
32,professional.course,no,yes,no,2,1.4,no
53,university.degree,no,yes,no,1,1.4,no
38,professional.course,no,yes,no,1,-0.1,no
48,high.school,no,yes,no,1,-0.1,no
39,university.degree,no,yes,yes,2,-0.1,no
57,university.degree,no,no,no,1,1.1,no
45,professional.course,unknown,no,no,1,1.4,no
21,high.school,no,yes,no,2,-2.9,no
46,basic.6y,no,yes,no,5,-1.8,no
31,basic.4y,no,yes,no,1,1.4,no
26,basic.9y,unknown,no,yes,1,1.1,no
24,basic.4y,no,yes,no,1,-1.8,no
55,professional.course,no,yes,no,3,-0.1,no
30,unknown,unknown,no,no,1,1.1,no
46,university.degree,no,yes,no,1,1.1,no
50,unknown,no,yes,no,1,1.4,no
47,basic.4y,no,no,no,5,1.4,no
25,unknown,no,no,no,4,1.1,no
46,basic.6y,no,yes,yes,2,1.4,no
30,high.school,no,yes,yes,3,-1.8,no
33,university.degree,no,no,no,1,-1.8,no
43,university.degree,no,no,yes,4,1.1,no
28,high.school,no,no,no,3,1.4,no
37,basic.9y,no,yes,yes,1,1.1,no
43,professional.course,no,yes,no,3,-0.1,no
38,basic.9y,no,no,yes,3,-1.8,no
37,high.school,no,no,no,3,-1.8,no
67,basic.4y,no,no,no,3,-1.7,no
37,basic.9y,no,yes,yes,2,1.4,no
45,unknown,unknown,yes,yes,1,1.1,no
41,basic.9y,no,unknown,unknown,1,-1.8,no
28,basic.9y,unknown,yes,no,3,-1.8,no
38,professional.course,no,yes,no,1,1.1,no
37,basic.9y,unknown,yes,yes,2,1.4,no
41,basic.9y,no,yes,yes,3,1.4,no
35,high.school,unknown,no,yes,2,1.4,no
36,professional.course,no,yes,no,2,1.1,no
35,basic.4y,unknown,yes,no,1,-1.8,no
54,university.degree,unknown,yes,no,3,1.4,no
32,university.degree,no,yes,no,17,1.4,no
35,basic.6y,unknown,no,no,2,1.4,no
32,high.school,no,yes,no,2,1.1,no
40,high.school,unknown,yes,no,1,-0.1,no
38,basic.9y,no,yes,yes,1,1.1,no
40,high.school,no,yes,no,3,1.1,no
34,university.degree,no,yes,no,3,1.4,no
36,basic.9y,no,yes,no,2,-0.1,no
58,high.school,no,no,no,13,1.4,no
23,basic.6y,unknown,no,no,8,-1.8,no
28,university.degree,no,yes,no,2,-1.8,no
50,university.degree,no,yes,yes,2,-0.1,no
41,high.school,no,yes,no,1,1.1,no
33,high.school,no,no,no,4,1.1,no
40,basic.6y,no,yes,no,3,1.4,no
56,basic.4y,unknown,no,yes,1,1.4,no
36,basic.9y,no,yes,yes,1,1.1,no
30,university.degree,no,no,no,4,1.1,no
44,university.degree,no,no,yes,1,-1.1,no
41,university.degree,unknown,no,no,1,1.1,no
31,basic.9y,no,yes,no,1,-1.8,no
30,university.degree,no,no,no,5,1.4,no
49,basic.4y,no,no,no,1,-1.8,no
35,high.school,no,yes,no,1,-1.7,no
32,university.degree,no,yes,no,1,-0.1,no
29,unknown,unknown,no,no,4,-1.8,no
42,university.degree,no,no,yes,25,1.4,no
45,high.school,unknown,no,yes,1,1.4,no
41,university.degree,no,no,no,13,1.4,no
49,high.school,no,yes,no,9,1.4,no
41,basic.6y,unknown,yes,yes,1,-1.8,no
27,high.school,no,no,no,3,1.4,no
38,basic.9y,unknown,no,no,2,1.4,no
25,high.school,no,no,no,2,1.1,no
34,professional.course,no,no,no,1,-1.8,no
40,basic.4y,unknown,no,no,1,-1.8,no
31,university.degree,unknown,no,no,2,1.4,no
43,high.school,no,yes,yes,2,1.4,no
29,basic.9y,no,no,no,2,1.4,no
60,high.school,unknown,no,no,1,1.4,no
47,university.degree,no,no,no,3,-1.8,no
27,professional.course,no,yes,no,1,-2.9,no
24,basic.9y,no,no,no,1,1.1,no
28,basic.4y,no,yes,no,1,-1.8,no
44,high.school,no,no,no,1,-2.9,no
35,professional.course,no,yes,no,5,-1.8,no
38,professional.course,no,yes,no,4,1.1,no
49,high.school,unknown,yes,yes,6,1.4,no
45,university.degree,no,no,no,1,-1.8,no
43,professional.course,no,yes,no,2,1.4,no
47,professional.course,no,no,no,2,-1.8,no
53,basic.4y,no,no,no,1,1.1,no
50,professional.course,no,no,no,4,-0.1,no
36,basic.6y,unknown,yes,no,2,1.4,no
58,basic.9y,unknown,no,no,1,1.4,no
35,basic.9y,no,no,no,3,1.4,no
30,university.degree,no,no,yes,2,-0.1,no
25,basic.9y,no,yes,no,4,1.4,no
33,university.degree,no,no,no,1,-1.8,no
34,university.degree,no,yes,no,1,-1.8,no
45,basic.4y,unknown,yes,yes,1,1.1,no
46,basic.9y,unknown,no,no,2,1.1,no
54,university.degree,unknown,yes,no,27,1.4,no
29,basic.9y,no,yes,yes,2,-1.8,no
34,high.school,no,yes,no,4,-0.1,no
31,basic.9y,no,yes,no,2,-1.8,no
29,high.school,no,no,yes,9,1.4,no
58,professional.course,no,yes,yes,1,1.4,no
25,basic.9y,no,no,no,1,-3.4,no
28,basic.4y,unknown,yes,no,2,1.4,no
50,basic.9y,unknown,no,no,1,-1.8,no
46,basic.9y,unknown,yes,no,14,1.4,no
48,high.school,no,yes,no,2,1.1,no
28,university.degree,no,no,yes,1,-1.8,no
43,basic.4y,no,yes,no,1,-1.8,no
36,high.school,no,yes,no,2,1.1,no
40,high.school,no,no,no,2,-0.1,no
48,professional.course,no,yes,yes,2,1.4,no
36,university.degree,no,yes,no,1,1.1,no
51,basic.4y,unknown,no,no,1,1.4,no
52,basic.9y,unknown,yes,no,2,1.1,no
35,high.school,unknown,yes,no,1,-1.8,no
29,high.school,no,no,no,1,-3.4,no
28,basic.9y,no,yes,yes,2,1.4,no
60,high.school,unknown,yes,no,2,1.1,no
50,unknown,unknown,no,no,1,1.4,no
46,university.degree,no,yes,yes,2,-0.1,no
43,basic.9y,no,yes,no,1,-0.1,no
52,high.school,no,yes,no,14,1.4,no
55,university.degree,no,yes,no,1,-0.1,no
34,professional.course,no,yes,no,1,-0.1,no
43,high.school,no,yes,no,6,1.4,no
40,unknown,unknown,no,yes,4,1.1,no
28,university.degree,no,yes,no,1,1.4,no
51,university.degree,unknown,yes,yes,2,1.4,no
34,professional.course,no,unknown,unknown,2,1.1,no
32,university.degree,no,yes,no,2,1.1,no
53,basic.4y,no,yes,no,9,1.1,no
49,basic.4y,unknown,yes,no,1,1.4,no
35,unknown,no,yes,no,2,-0.1,no
48,high.school,no,no,no,2,1.1,no
38,basic.6y,unknown,no,no,1,1.4,no
31,high.school,no,no,no,5,-0.1,no
45,university.degree,no,no,no,2,1.1,no
29,basic.9y,no,no,yes,2,-1.8,no
33,basic.4y,no,yes,no,1,1.4,no
41,high.school,no,no,no,1,-1.8,no
38,high.school,no,yes,no,2,1.4,no
40,high.school,no,no,no,3,1.4,no
33,university.degree,no,no,no,1,1.4,no
44,high.school,no,yes,yes,1,1.4,no
24,unknown,no,yes,yes,5,1.4,no
54,university.degree,unknown,yes,no,43,1.4,no
36,high.school,no,yes,no,2,1.1,no
35,university.degree,no,yes,no,1,-0.1,no
26,high.school,no,yes,no,1,-2.9,no
34,university.degree,no,no,yes,2,-1.8,no
53,high.school,no,no,no,26,1.4,no
46,basic.6y,no,yes,no,3,1.4,no
58,university.degree,no,yes,no,4,1.1,no
35,professional.course,no,yes,no,1,-1.8,no
46,basic.9y,unknown,yes,no,1,1.4,no
43,high.school,no,no,yes,2,1.4,no
26,basic.9y,no,no,no,1,1.4,no
43,basic.9y,no,no,no,1,1.4,no
39,university.degree,no,yes,no,3,-1.1,no
36,basic.9y,no,yes,no,1,1.4,no
48,basic.4y,no,yes,no,6,1.4,no
26,professional.course,no,no,no,1,1.4,no
59,high.school,no,yes,no,5,1.4,no
57,high.school,no,no,yes,1,-1.8,no
39,basic.9y,no,no,no,2,1.4,no
33,high.school,no,yes,no,1,-1.8,no
28,high.school,no,yes,no,3,1.4,no
31,professional.course,no,unknown,unknown,4,1.1,no
30,high.school,no,yes,no,3,1.4,no
40,basic.4y,no,yes,no,1,1.1,no
46,basic.9y,no,no,no,2,-1.8,no
48,high.school,no,yes,no,1,1.4,no
25,high.school,no,yes,no,1,1.1,no
54,high.school,unknown,no,no,1,1.4,no
34,high.school,no,yes,no,4,1.4,no
29,high.school,unknown,no,no,2,1.1,no
53,basic.4y,unknown,yes,no,10,1.1,no
43,high.school,no,no,yes,1,1.1,no
45,university.degree,unknown,no,no,1,-0.1,no
58,professional.course,no,yes,no,10,1.4,no
44,high.school,unknown,yes,no,3,1.4,no
41,high.school,no,yes,no,1,1.1,no
75,basic.4y,no,no,no,2,-3.4,no
43,professional.course,no,no,no,1,-2.9,no
38,university.degree,no,yes,no,1,1.4,no
32,professional.course,no,no,no,6,-2.9,no
34,university.degree,no,yes,no,1,-1.8,no
56,university.degree,no,yes,no,1,1.4,no
56,university.degree,no,no,no,2,1.4,no
35,university.degree,no,yes,no,4,1.4,no
28,high.school,no,yes,no,2,1.4,no
46,university.degree,no,no,yes,12,1.4,no
33,basic.9y,no,yes,no,1,-1.7,no
41,high.school,no,no,yes,1,1.1,no
57,basic.4y,unknown,yes,no,1,1.1,no
43,professional.course,no,no,no,9,-0.1,no
43,high.school,no,unknown,unknown,1,-1.8,no
39,high.school,no,yes,no,3,1.4,no
32,high.school,no,no,no,2,1.4,no
32,university.degree,no,no,no,6,1.4,no
27,high.school,no,yes,no,1,-3.0,no
53,university.degree,no,yes,no,3,-1.8,no
39,university.degree,no,no,no,2,-1.8,no
38,high.school,no,no,no,2,-0.1,no
30,university.degree,unknown,yes,no,3,1.1,no
21,high.school,no,no,no,1,-1.8,no
49,professional.course,unknown,yes,no,2,1.4,no
30,high.school,no,yes,no,3,1.4,no
46,basic.4y,unknown,no,no,3,1.4,no
59,basic.9y,unknown,no,no,2,1.1,no
51,basic.9y,unknown,yes,no,1,1.4,no
41,basic.6y,no,yes,no,3,1.4,no
49,university.degree,no,yes,no,2,-1.8,no
48,university.degree,no,no,no,4,-0.1,no
26,basic.9y,no,yes,no,2,1.4,no
44,university.degree,no,yes,no,2,-1.8,no
29,university.degree,no,no,no,2,-1.8,no
55,professional.course,unknown,yes,yes,1,1.4,no
57,university.degree,unknown,no,yes,2,1.4,no
37,basic.9y,no,yes,no,1,1.1,no
34,professional.course,no,no,no,23,1.4,no
54,basic.4y,unknown,no,no,1,1.4,no
35,university.degree,no,yes,yes,1,1.4,no
29,basic.9y,no,no,no,1,1.4,no
28,basic.6y,no,no,no,1,1.4,no
